2.38,890435,1.58,7904229.0,1.81,1239577,1.56,2411070.0
2.55,867635,1.56,8456350.0,1.81,1184306,1.66,2578746.0
2.34,946662,1.61,7942859.0,1.7,1153520,1.61,2360733.0
2.58,571800,1.64,6216751.0,1.73,998110,1.68,1964533.0
2.47,884042,1.6,7968936.0,1.69,1100042,1.66,2473278.0
2.05,494764,1.39,4987469.0,1.47,575170,1.36,1089174.0
2.53,1023636,1.63,8422135.0,1.66,1216093,1.7,2298463.0
2.34,921582,1.47,7824620.0,1.65,1048348,1.62,2335705.0
2.34,921582,1.47,7824620.0,1.65,1048348,1.62,2335705.0
2.42,792348,1.55,8756697.0,1.56,962908,1.74,2227481.0
2.66,634059,1.74,6820184.0,1.65,1115406,2.03,1902190.0
2.48,734503,1.52,8158509.0,1.55,1234277,2.01,2187422.0
2.19,528653,1.46,5336891.0,1.42,675841,1.81,1434765.0
2.79,859570,1.63,8531882.0,1.61,1089474,2.01,2442427.0
2.62,797169,1.52,8390372.0,1.53,1035295,1.85,2351515.0
2.85,826719,1.51,9311862.0,1.54,1266345,1.81,2499163.0
2.66,741227,1.55,8258939.0,1.5,1167659,1.71,2464774.0
3.02,563583,1.69,5952115.0,1.63,1029632,1.7,2042279.0
2.83,798907,1.49,8053110.0,1.59,1056699,1.51,2714782.0
3.04,474932,1.41,5405234.0,1.16,659923,1.22,1577296.0
2.93,934850,1.59,8266630.0,1.55,1238095,1.35,3095576.0
2.81,805257,1.54,8632869.0,1.49,1213316,1.29,3027504.0
2.75,815249,1.48,8862717.0,1.54,1274150,1.23,3294431.0
2.71,744310,1.46,9510893.0,1.56,1493825,1.15,3287800.0
3.03,545521,1.72,7657258.0,1.72,1132960,1.26,2725744.0
2.86,780790,1.55,8675603.0,1.56,1161684,1.1,3191124.0
2.35,444285,1.36,5977437.0,1.37,644355,0.94,2305807.0
3.02,818519,1.66,8963212.0,1.57,1331201,1.04,3494037.0
2.76,750353,1.65,8874851.0,1.6,1187884,0.99,3273703.0
3.05,796811,1.59,9143974.0,1.62,1362903,1.02,3404028.0
3.05,749293,1.52,9636834.0,1.6,1169469,0.97,3249213.0
3.2,611352,1.78,7414662.0,1.64,1150082,1.05,3018611.0
3.18,756164,1.53,9394640.0,1.63,1189580,1.12,3098172.0
2.73,494893,1.3,6318553.0,1.39,734103,0.89,2061160.0
3.57,929268,1.62,10640216.0,1.74,1279319,1.13,3421770.0
3.36,865156,1.48,9648814.0,1.63,1453894,1.1,2970958.0
3.4,840490,1.47,10065264.0,1.73,1232872,1.17,3292410.0
3.41,796323,1.49,9422152.0,1.68,1281245,1.07,3261853.0
3.56,573466,1.68,7839553.0,1.8,1255416,1.23,3024249.0
3.61,745140,1.51,9825412.0,1.91,1129373,1.17,3435888.0
2.88,483892,1.33,6723813.0,1.53,761847,0.97,2458404.0
3.5,889957,1.59,9736314.0,1.78,1523117,1.21,3573344.0
3.39,801253,1.53,10726136.0,2.0,1169509,1.16,3386392.0
3.5,851955,1.57,10218261.0,2.02,1216358,1.19,3538968.0
3.32,823021,1.52,10962615.0,2.01,1224863,1.14,3744107.0
3.39,603078,1.79,9222809.0,2.18,1218083,1.33,3038932.0
3.09,939870,1.53,10564657.0,2.0,1157377,1.21,3303797.0
2.67,653346,1.47,6663622.0,1.91,899218,1.08,2539569.0
3.01,1017248,1.63,10538528.0,2.19,1306022,1.23,3623081.0
2.77,969049,1.56,10594139.0,2.24,1321744,1.19,3701066.0
2.65,990784,1.47,10303934.0,2.17,1348003,1.19,3791647.0
2.34,1083747,1.56,11833579.0,2.24,1381462,1.15,4227414.0
2.29,938006,1.68,9022979.0,2.25,1350752,1.24,3713715.0
2.29,938006,1.68,9022979.0,2.25,1350752,1.24,3713715.0
1.6,953124,1.31,7206823.0,1.84,868538,0.96,3407427.0
1.92,1374686,1.58,11742044.0,1.97,1753605,1.05,4763831.0
1.79,1267435,1.49,10765942.0,2.03,1484531,1.01,4594580.0
1.58,1444274,1.5,10838938.0,1.94,1499086,0.95,4296928.0
1.54,1459929,1.46,11333099.0,1.85,1539476,0.92,4367734.0
1.65,959987,1.65,9359466.0,1.98,1208758,0.99,3877306.0
1.55,1409506,1.54,10826238.0,1.65,1534824,0.95,3952851.0
1.21,994931,1.2,7504256.0,1.55,837621,0.76,3294248.0
1.36,1474674,1.48,11900452.0,1.77,1547937,1.0,4496686.0
1.35,1524030,1.4,12043371.0,1.61,1419758,0.87,4604496.0
1.24,1643409,1.35,12853083.0,1.48,1518039,0.88,4392720.0
1.13,1641954,1.27,12940014.0,1.38,1498725,0.83,4532113.0
1.4,1258061,1.45,12403195.0,1.53,1432066,1.2,5336144.0
1.16,1401905,1.25,12992481.0,1.48,1253619,0.87,4240884.0
0.97,1069803,1.06,7469327.0,1.32,892881,0.64,3300432.0
1.07,1699232,1.31,12543828.0,1.36,1417566,0.82,4468864.0
1.11,1741090,1.25,12046905.0,1.34,1529307,0.8,4269739.0
0.99,1572200,1.35,13482607.0,1.49,1550928,0.81,4337397.0
0.96,1837198,1.29,12215906.0,1.34,1620908,0.79,4527629.0
1.16,1204899,1.43,9790518.0,1.45,1402293,0.89,4312336.0
1.12,1569383,1.41,11366073.0,1.62,1393438,0.86,4336793.0
0.88,1311711,1.16,7683144.0,1.09,789492,0.64,3401986.0
1.0,1790505,1.34,13161250.0,1.52,1597701,0.85,4935870.0
1.01,1830588,1.24,12497566.0,1.38,1319572,0.78,4796093.0
0.99,1821273,1.21,13981351.0,1.36,1377721,0.78,4611825.0
0.9,1950140,1.17,13889903.0,1.39,1484931,0.74,4975433.0
1.02,1324563,1.38,13327135.0,1.43,1346883,0.91,4892584.0
0.97,1640502,1.18,14655238.0,1.57,1138284,0.75,4740993.0
0.79,1138083,1.07,8319795.0,1.25,579347,0.58,3482339.0
0.96,1716673,1.18,14937832.0,1.42,1404679,0.72,5091504.0
0.94,1871915,1.11,14436315.0,1.27,1281695,0.7,4848966.0
0.87,1830068,1.12,14632458.0,1.44,1023468,0.76,4461479.0
0.87,1955359,1.13,14653062.0,1.39,1165803,0.66,4210447.0
0.96,1400419,1.23,11430253.0,1.43,1012624,0.75,3682968.0
0.9,1769370,1.1,14628629.0,1.41,978886,0.8,4077849.0
0.76,1341238,0.97,8844219.0,1.13,577642,0.62,2724845.0
0.85,2015502,1.03,14599847.0,1.4,1064066,0.89,4119805.0
0.8,1891480,1.01,14532266.0,1.4,1067855,0.86,4298691.0
0.9,1630569,1.01,13785286.0,1.54,990841,1.09,4095687.0
0.94,1641665,1.0,13379602.0,1.48,985486,1.12,4360437.0
1.12,1269820,1.14,9778113.0,1.66,1004405,1.19,4421483.0
1.08,1579902,1.2,12524098.0,1.75,997876,1.07,4517090.0
0.9,1239852,0.99,7905528.0,1.14,466185,0.72,3595707.0
1.11,1900276,1.18,12812078.0,1.47,1212804,0.87,5378075.0
1.0,1719252,1.12,12158416.0,1.37,986708,0.76,4833022.0
0.99,1831984,1.14,12844341.0,1.31,1041624,0.73,4644669.0
1.01,1809717,1.08,12692921.0,1.31,1165969,0.74,4554782.0
1.12,1325694,1.18,11218588.0,1.31,998906,0.8,4155579.0
1.07,1425407,1.14,13231012.0,1.75,858687,0.82,4117661.0
0.83,1091401,0.91,8267085.0,1.04,406365,0.66,2691437.0
1.07,1656132,1.1,14835625.0,1.3,1030561,0.83,4494221.0
1.14,1550528,1.0,13403420.0,1.31,813275,0.82,4236124.0
1.18,1643041,1.03,13907356.0,1.39,802212,0.87,4128112.0
1.17,1785770,0.97,14134991.0,1.5,826317,0.76,4705428.0
1.38,1152230,1.13,10228021.0,1.65,664158,0.95,3840160.0
1.28,1604251,1.05,13223944.0,1.77,670680,1.0,4344050.0
0.99,1089932,0.82,7419329.0,1.33,301669,0.63,2677684.0
1.36,1631484,1.09,13011254.0,1.76,873065,0.92,4458988.0
1.28,1677048,1.07,12424749.0,1.66,928715,0.93,4628744.0
1.41,1520930,1.12,11829203.0,1.59,795691,0.94,4117627.0
1.38,1460994,1.03,11561358.0,1.42,742695,1.02,4636003.0
1.55,1091963,1.26,9067620.0,1.44,728631,1.02,3582717.0
1.59,1226864,1.27,10571034.0,1.48,725686,1.03,4155026.0
1.14,1019669,1.0,7049677.0,1.12,381691,0.75,2635206.0
1.61,1633083,1.56,12383345.0,1.31,841213,0.89,4442945.0
1.6,1555761,1.49,13706407.0,1.4,805755,0.85,4642549.0
2.03,1189310,1.64,11645174.0,1.5,769786,0.94,4080996.0
2.46,656977,1.68,6312343.0,1.59,537343,1.08,2602087.0
2.63,4853,1.99,34129.0,1.68,8356,0.9,32903.0
1.47,89751,1.22,1204502.0,1.22,61948,0.66,766690.0
1.14,587312,1.06,6227370.0,1.03,354322,0.61,2752169.0
2.05,1187605,1.68,11846759.0,1.21,779753,0.74,4328668.0
2.17,1342060,1.52,13363077.0,1.32,689469,0.81,3737780.0
2.16,1517458,1.52,13282031.0,1.43,577473,0.8,3409210.0
2.07,1378155,1.63,11726283.0,1.4,668916,0.89,3711247.0
2.2,1075094,1.79,9629089.0,1.66,531995,1.07,2701835.0
1.9,1138544,1.88,10542748.0,1.71,557169,1.19,2939049.0
1.33,611314,1.3,4665947.0,1.21,193177,0.79,1701022.0
1.8,1098000,1.79,10561279.0,1.69,629662,1.27,2967402.0
1.59,1201025,1.65,10590581.0,1.96,556586,1.16,2921337.0
1.64,1235361,1.55,10419145.0,1.75,602270,1.18,2845118.0
1.54,1079303,1.54,10257761.0,1.86,602432,1.19,3069019.0
1.91,854479,1.53,9912629.0,1.71,613765,1.26,2738082.0
1.73,962738,1.59,9615095.0,1.81,630595,1.18,2961075.0
1.38,812397,1.26,6324847.0,1.46,286665,1.05,1558234.0
1.65,1359938,1.65,11257798.0,1.48,813127,1.19,3103459.0
1.68,1253728,1.6,10193112.0,1.49,670532,1.09,2950433.0
1.57,1228135,1.55,10142701.0,1.41,731120,1.16,2610522.0
1.5,1193621,1.41,11591988.0,1.4,643942,1.06,3362791.0
1.68,1030464,1.55,9442724.0,1.57,677835,1.23,2745941.0
1.5,1129652,1.62,9385911.0,1.52,566489,1.19,2799427.0
1.15,828826,1.3,6956723.0,1.17,230863,0.91,1808069.0
1.46,1501343,1.68,11635484.0,1.38,843189,1.12,3508752.0
1.54,1106985,1.64,10771897.0,1.3,659630,1.12,2807038.0
1.49,1215906,1.68,9774626.0,1.41,633618,1.08,2798423.0
1.47,1098794,1.61,10462452.0,1.34,560623,1.02,2729274.0
1.66,976252,1.63,10683645.0,1.38,618490,1.04,2898517.0
1.92,911661,1.6,10427089.0,1.35,580551,1.1,2728028.0
1.29,860312,1.21,7526493.0,1.21,280523,0.87,1661321.0
1.6,1240992,1.58,11108418.0,1.27,728343,1.06,3037687.0
1.48,1201476,1.37,12142307.0,1.2,650758,1.01,2810159.0
1.48,1153814,1.54,12365644.0,1.74,837423,1.22,2819571.0
1.49,1179689,1.34,12871287.0,1.15,634837,1.11,2752219.0
1.54,1031108,1.4,12015382.0,1.27,601549,1.13,2383643.0
1.54,853308,1.35,10773732.0,1.25,556687,1.2,2602913.0
1.31,844146,1.12,8850764.0,1.04,308025,0.9,1934025.0
1.46,1257110,1.28,12637823.0,1.21,767545,1.32,2974960.0
1.35,1184483,1.19,11807150.0,1.14,636544,1.16,2673935.0
1.48,1140978,1.21,12041467.0,1.15,674016,1.34,2655258.0
1.6,1182984,1.25,13583167.0,1.23,709709,1.54,3012651.0
1.46,1132904,1.16,13159222.0,1.25,567538,1.43,2732038.0
1.51,867138,1.19,10558604.0,1.25,545975,1.47,2171872.0
1.24,771472,1.01,8502975.0,1.01,275061,1.04,1537258.0
1.5,1410941,1.2,12919218.0,1.16,707340,1.52,2701800.0
1.4,1225948,1.12,13434745.0,1.11,630104,1.21,2966363.0
1.44,1353874,1.24,12692880.0,1.25,814767,1.52,2616474.0
1.42,1452651,1.23,14143419.0,1.18,624286,1.29,2923737.0
1.46,1293421,1.23,11526033.0,1.18,624083,1.33,2835217.0
1.34,1069575,1.33,11623352.0,1.24,547523,1.43,2317798.0
1.37,933954,1.16,9477735.0,0.96,348884,1.08,2098851.0
1.28,1405025,1.34,13205380.0,1.23,703422,1.33,2967640.0
1.37,1304564,1.19,12598278.0,1.24,618052,1.37,2304562.0
1.37,1304564,1.19,12598278.0,1.24,618052,1.37,2304562.0
1.3,1360032,1.23,14050696.0,1.26,540253,1.25,2622731.0
1.29,1143811,1.25,12675840.0,1.35,547744,1.62,1954944.0
1.45,1085088,1.25,11799807.0,1.45,503073,1.79,1817042.0
1.29,781157,0.99,10034292.0,1.09,267656,1.25,1163067.0
1.35,1309615,1.2,15122427.0,1.44,714141,1.74,2357058.0
1.28,1294132,1.14,13753627.0,1.43,616186,1.7,1988614.0
1.32,1485576,1.15,14392687.0,1.44,692432,1.8,1998261.0
1.26,1482414,1.09,14698417.0,1.53,521408,1.79,2355537.0
1.57,1540528,1.17,16216715.0,1.67,731602,1.88,2058592.0
1.37,1154607,1.09,14150948.0,1.68,602171,2.06,1952827.0
1.53,682004,1.06,8929972.0,1.47,381761,1.59,1862937.0
1.72,775157,1.3,7915330.0,1.59,538781,2.19,2085683.0
1.59,2677,1.6,91465.0,2.86,1321,4.04,5573.0
2.13,24841,1.45,711632.0,1.84,22863,1.85,187214.0
1.54,145146,1.01,4218018.0,1.23,102820,1.13,1376322.0
1.5,476066,1.01,8500155.0,1.34,296963,1.26,1593769.0
1.61,1060845,1.12,13954949.0,1.32,610688,1.39,2462977.0
1.48,1120961,0.95,10008462.0,1.1,318822,1.23,1536796.0
1.52,1413651,1.11,16476991.0,1.31,662346,1.27,2773772.0
1.49,1595489,1.04,14940390.0,1.32,616162,1.5,2634804.0
1.42,1746162,1.09,15131061.0,1.29,554173,1.38,2161740.0
1.44,1638941,1.04,16429562.0,1.49,556675,1.38,2499889.0
1.43,1515333,1.3,16998194.0,1.46,532425,1.61,2045424.0
1.48,1204119,1.18,12672494.0,1.45,529291,1.7,1879357.0
1.43,918002,1.06,9747421.0,1.13,295789,1.26,1267573.0
1.45,1617255,1.26,14970888.0,1.44,638795,1.69,2275755.0
1.4,1126169,1.24,13338536.0,1.33,614826,1.44,2351658.0
1.45,1358022,1.25,14851561.0,1.31,596074,1.46,2360841.0
1.34,1468261,1.29,15205928.0,1.35,587933,1.39,2389349.0
1.36,1266211,1.3,15451752.0,1.23,754500,1.35,2229734.0
1.61,907145,1.51,13842461.0,1.35,581646,1.47,1724269.0
1.26,845490,1.36,9362110.0,1.21,283538,1.21,1230774.0
1.44,1322084,1.66,13925426.0,1.37,632328,1.43,2406484.0
1.5,1349875,1.58,13141027.0,1.55,621301,1.46,2446701.0
1.69,1405317,1.7,13546199.0,1.49,600031,1.52,2178618.0
1.52,1074891,1.7,11994800.0,1.55,533944,1.52,1995945.0
1.61,1134795,1.81,12108343.0,2.12,626984,1.69,2214656.0
1.95,773917,1.79,10095910.0,1.72,572378,1.73,1860553.0
1.37,761257,1.42,7638992.0,1.29,288304,1.15,1341959.0
1.63,1361946,1.8,11549037.0,1.52,852514,1.64,2308580.0
1.72,1003286,1.64,11641122.0,1.64,585301,1.45,2403855.0
1.72,1234979,1.75,10399257.0,1.66,593227,1.56,2129047.0
1.74,953953,1.72,10904384.0,1.6,578745,1.42,2291853.0
1.75,1245724,1.91,9475704.0,1.71,604979,1.43,2524830.0
2.15,771231,1.98,10184765.0,1.7,637344,1.43,1918874.0
1.48,835854,1.77,6853878.0,1.36,305781,1.08,1523026.0
1.85,1192309,2.22,10398892.0,1.61,668032,1.4,2517074.0
1.99,906652,2.27,8977976.0,1.59,600119,1.19,2328988.0
1.95,952895,2.42,8101768.0,1.63,576544,1.19,2075620.0
1.99,835261,2.2,9128279.0,1.73,650214,1.16,2381713.0
2.05,974676,2.24,9238392.0,1.61,604597,1.17,2494805.0
2.23,779575,2.34,8981905.0,1.71,549867,1.18,2080875.0
1.54,640460,1.85,6002267.0,1.13,353437,1.0,1480737.0
2.09,963795,2.42,9286925.0,1.61,702464,1.17,2537728.0
2.18,766115,2.24,9375744.0,1.63,702995,1.07,2614103.0
2.09,1078011,2.62,8550122.0,1.72,628831,1.25,2356969.0
2.03,890930,2.35,9497871.0,1.54,700833,1.04,2546984.0
1.94,846944,2.43,8176758.0,1.63,626376,1.28,2269226.0
2.11,805741,2.5,8297182.0,1.73,562965,1.11,1964298.0
1.68,641727,1.93,5832260.0,1.06,366027,0.86,1467540.0
2.04,1081528,2.6,10082489.0,2.16,775759,1.25,2874160.0
1.89,998392,2.35,9348157.0,1.54,719901,1.29,2332665.0
1.94,1161870,2.37,11430085.0,1.63,877427,1.23,3226471.0
1.86,888878,2.13,10227767.0,1.52,773319,1.09,2883590.0
2.12,1138967,2.74,11263195.0,1.98,841773,1.35,3357702.0
2.4,637336,2.67,8491608.0,1.97,756473,1.37,2801354.0
1.76,614311,1.86,5463207.0,1.43,492641,0.88,2190061.0
2.01,988278,2.44,10532346.0,1.86,933425,1.35,3246104.0
1.66,1083118,2.15,8656933.0,1.53,859448,0.99,3066074.0
1.7,1037071,2.16,9163274.0,1.61,769935,0.99,2933849.0
1.76,861259,2.14,9281023.0,1.58,904938,0.94,3262870.0
1.91,864041,2.41,8446843.0,1.53,893455,1.07,2762119.0
1.97,679633,2.24,8019311.0,1.61,920734,0.92,3203155.0
2.14,565194,1.84,5464472.0,1.28,521443,0.75,1925369.0
1.84,866717,2.17,10597842.0,1.52,904037,0.96,3056416.0
1.66,1003861,2.05,9356773.0,1.44,863157,0.8,3431537.0
1.75,847556,2.16,8547570.0,1.52,956303,0.89,2760039.0
2.04,814791,2.1,9592465.0,1.65,841644,0.94,2874399.0
2.08,744786,2.16,9180710.0,1.55,869566,1.02,2970394.0
2.2,562044,2.28,7049187.0,1.88,553806,1.07,2404569.0
1.72,446836,1.86,5474067.0,1.49,339761,1.03,1625376.0
1.93,726780,2.0,7933880.0,1.63,510912,0.96,2380819.0
1.97,985131,2.23,8968994.0,1.87,880230,1.14,2705016.0
2.06,986918,2.27,8300428.0,1.92,824170,1.17,2622587.0
2.17,947545,2.15,7230836.0,2.14,741429,1.31,2348134.0
2.06,749491,2.28,7125392.0,2.27,715790,1.53,2198358.0
2.03,764794,2.22,6858790.0,2.36,800657,1.49,2618666.0
2.04,492793,1.81,4531170.0,2.15,566310,1.38,1575845.0
2.22,811165,2.33,8991261.0,2.29,958416,1.55,3127138.0
2.13,779608,2.09,8758810.0,2.3,961258,1.5,3321744.0
2.18,724041,2.31,9253545.0,2.44,791984,1.84,3196956.0
2.21,754495,2.1,9322099.0,2.28,885798,1.53,3304883.0
2.17,705301,2.15,8776072.0,2.36,831751,1.53,2908087.0
2.44,695986,2.26,7801228.0,2.57,902351,1.43,3395539.0
2.31,450131,1.85,5058348.0,1.91,565785,1.17,2747555.0
2.3,794172,2.16,10789717.0,2.04,1128887,1.28,3275563.0
2.3,783603,1.89,10953476.0,2.09,1032013,1.21,4513427.0
2.41,784199,2.14,9198880.0,1.94,891623,1.3,3837785.0
2.54,728266,1.93,9108409.0,2.02,1092385,1.35,3433169.0
2.64,576739,2.1,7005257.0,2.21,948930,1.42,2734559.0
2.86,540099,1.98,7274971.0,2.1,914968,1.5,3008855.0
2.44,437073,1.66,4151635.0,2.05,613970,1.29,1901249.0
3.01,681533,1.88,8800743.0,2.34,1050309,1.58,2851459.0
2.96,695926,1.94,7490114.0,2.43,978834,1.58,2519881.0
2.94,703430,1.95,8473574.0,2.38,825905,1.57,2964172.0
3.03,652953,1.77,8397479.0,2.45,996615,1.62,3135884.0
3.05,542043,1.67,9229332.0,2.41,930976,1.62,2672082.0
3.08,598953,1.7,8837611.0,2.52,994076,1.37,3403659.0
2.51,355230,1.56,4865867.0,2.15,635410,1.29,2274124.0
2.91,708568,1.81,8456751.0,2.42,1245725,1.45,3094300.0
2.77,696298,1.7,9395179.0,2.44,1068404,1.43,3263589.0
2.99,593465,1.72,8412464.0,2.37,1095007,1.3,2974814.0
2.73,727550,1.64,9463372.0,2.36,1037036,1.21,3980446.0
2.83,475390,1.84,7376569.0,2.38,820125,1.33,2735082.0
3.07,485578,1.68,7518319.0,2.34,796717,1.35,2717744.0
2.71,407456,1.56,5455330.0,2.17,483426,1.16,2282662.0
3.07,761943,1.75,9460342.0,2.49,1022281,1.33,3322354.0
3.17,577975,1.62,9068748.0,2.53,857457,1.34,3364123.0
3.36,510372,1.7,9220689.0,2.63,874594,1.41,3119735.0
3.3,622235,1.71,8510004.0,2.6,865384,1.44,2836186.0
3.44,442369,1.9,6955487.0,2.84,819150,1.66,2217247.0
3.03,868574,1.75,9013728.0,2.9,749564,1.66,2728729.0
3.02,410045,1.66,4696599.0,2.53,494750,1.57,1672237.0
3.57,632509,2.0,8419936.0,3.2,774611,2.03,2160150.0
3.46,658455,1.9,8697013.0,3.31,821804,2.06,2423697.0
3.42,614164,2.02,9666056.0,3.54,922333,2.48,2434515.0
3.41,630853,1.87,9466951.0,3.44,1090547,2.54,2273465.0
3.66,465132,2.02,7852401.0,3.27,879338,2.75,1945084.0
3.65,532595,1.91,8828256.0,3.5,979123,2.72,2093256.0
3.06,402413,1.81,5256014.0,3.03,396356,2.5,1379279.0
3.61,622394,2.05,8378316.0,3.41,923439,2.76,2180507.0
3.18,768513,1.99,9217090.0,3.35,910897,2.63,2270531.0
3.64,834768,2.29,8977558.0,3.2,875114,2.63,2372649.0
3.76,593850,2.0,9434853.0,2.91,883634,2.52,2126004.0
3.76,475232,2.17,7335143.0,3.17,610384,2.7,1811629.0
3.57,743911,1.95,9701340.0,2.85,719487,2.45,2404861.0
3.2,413404,1.81,4524379.0,2.74,384555,2.23,1445604.0
3.59,790873,2.0,8825605.0,2.94,791840,2.54,2504334.0
3.37,666343,2.01,7478290.0,3.0,685349,2.42,2176513.0
3.26,745057,1.93,8468728.0,2.82,761913,2.29,2717626.0
3.38,618074,1.82,9398255.0,2.75,837946,2.07,2715529.0
5.6,551190,2.14,7679423.0,2.74,957888,2.71,1721452.0
3.6,607031,2.31,8021566.0,2.99,722481,2.44,2304351.0
3.48,347286,2.01,4492503.0,2.69,495141,2.19,1096653.0
3.7,784064,2.18,9422209.0,2.72,962601,2.39,2523859.0
2.73,392328,1.95,4177239.0,2.35,230953,2.1,894011.0
3.91,624897,2.24,7530080.0,2.76,672847,2.09,2638664.0
4.04,520363,2.09,7453590.0,3.08,697250,2.28,1848190.0
5.27,381454,2.41,5927364.0,3.65,592373,2.57,1525355.0
5.7,571881,2.24,7501901.0,2.82,645043,3.49,1840915.0
4.15,369323,2.07,4545657.0,2.58,446728,2.39,1314171.0
4.75,639189,2.38,7555736.0,2.95,809234,2.55,1899242.0
4.06,713514,2.33,5935386.0,3.19,704267,2.65,1303829.0
4.94,499236,2.33,5466581.0,2.72,621896,3.15,1507877.0
4.66,446542,2.34,5356469.0,3.13,652179,2.77,1448833.0
4.75,386864,2.37,6083537.0,3.35,570151,2.72,1397492.0
5.22,428302,2.62,5926699.0,3.47,632845,5.16,1542988.0
4.63,267241,2.52,3361819.0,2.94,403968,3.06,733616.0
6.01,497749,3.15,6617966.0,3.83,694593,3.8,1547817.0
6.12,344314,3.05,5045439.0,4.04,515098,3.89,1099616.0
6.24,395146,2.78,5902659.0,3.98,530871,3.96,1480154.0
6.14,376641,2.99,5314134.0,4.04,635108,4.14,1148779.0
7.07,265558,3.32,4503131.0,4.26,466199,4.43,973567.0
6.92,373195,3.14,5540619.0,4.19,648481,3.86,1749986.0
6.07,289489,3.13,3585911.0,4.06,436441,3.69,764600.0
7.36,495885,3.54,5268238.0,4.47,663843,3.97,1541072.0
6.93,359064,3.17,4758062.0,4.29,730813,3.76,1270200.0
7.58,436631,3.43,6337705.0,4.37,774712,3.77,1954684.0
7.37,441212,3.44,5155936.0,4.44,742454,3.17,1560296.0
8.01,262937,3.72,4016062.0,4.33,698743,3.5,1177846.0
8.19,277105,3.66,4940192.0,4.31,613731,3.22,1377653.0
6.68,211533,3.3,2973842.0,4.34,422118,3.07,891423.0
8.67,391901,3.8,5374668.0,4.46,730141,3.44,1649306.0
8.19,451646,3.63,5030403.0,4.33,642755,3.37,1226330.0
8.57,434150,3.5,5508746.0,4.25,672880,3.5,1554204.0
7.75,484611,3.4,6238072.0,4.02,775182,3.32,1858299.0
8.42,278532,3.7,4537717.0,3.93,611866,3.65,1124020.0
7.5,366500,2.99,5459985.0,3.77,687536,3.53,1468390.0
6.69,252904,2.7,3412016.0,3.46,423657,3.19,806044.0
6.8,572595,2.93,6102082.0,3.65,880039,3.49,2052418.0
5.86,567420,2.96,5567645.0,3.69,751988,3.67,1468546.0
6.46,533798,2.96,6791741.0,3.73,786859,3.55,2308066.0
